Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-February-2026,344.00,351.55,309.00,326.05,335.929069086459855047,2296615,32416,771499739.00,645092,28.09,42.55,-17.95
30-January-2026,338.85,344.55,331.80,343.25,338.370796359670439608,1197474,16163,405190231.00,562366,46.96,12.75,4.40
29-January-2026,349.95,352.50,331.25,341.50,340.653520279651042078,1353401,19464,461040815.00,486027,35.91,21.25,-8.45
28-January-2026,327.90,344.10,326.55,342.45,334.530893137642263103,1245228,15535,416567235.00,560541,45.02,17.55,14.55
27-January-2026,326.50,328.45,321.05,323.90,324.794870431014901942,695614,11321,225931859.00,232325,33.40,7.40,-2.60
23-January-2026,331.00,334.70,323.50,325.35,329.605951231921468279,668265,11126,220264121.00,255788,38.28,11.20,-5.65
22-January-2026,321.30,330.70,319.40,329.20,323.884987626177053489,389532,6370,126163567.00,152595,39.17,11.30,7.90
21-January-2026,317.25,323.95,313.95,316.60,318.138820740498536271,978665,14842,311351329.00,427078,43.64,10.00,-0.65
20-January-2026,331.40,331.50,319.20,320.40,323.752211900343782538,1031466,16270,333939399.00,421558,40.87,12.30,-11.00
19-January-2026,332.10,337.55,330.00,331.40,332.674129994535864671,616749,10083,205176437.00,298239,48.36,7.55,-0.70
16-January-2026,340.05,345.30,333.45,335.30,338.861161006840822407,636327,9282,215626506.00,265788,41.77,11.85,-4.75
14-January-2026,329.65,341.60,328.15,338.35,336.019367455362336503,541527,6929,181963560.00,197818,36.53,13.45,8.70
13-January-2026,336.30,337.75,325.05,330.10,330.675317840373900266,556726,10021,184095547.00,197232,35.43,12.70,-6.20
12-January-2026,332.60,333.70,323.20,331.90,328.170452294192675233,898486,14777,294856557.00,328554,36.57,10.50,-0.70
9-January-2026,343.10,350.45,330.40,332.40,339.366488535152548796,1055400,17328,358167392.00,410438,38.89,20.05,-10.70
8-January-2026,357.40,360.80,341.00,342.55,348.870781909976879201,824366,15454,287597211.00,388117,47.08,19.80,-14.85
7-January-2026,359.00,365.80,356.20,357.40,360.019039158601337785,588734,9423,211955449.00,252436,42.88,9.60,-1.60
6-January-2026,361.25,367.55,354.30,358.70,359.337771933050168745,320897,5925,115310413.00,152148,47.41,13.25,-2.55
5-January-2026,365.20,373.00,358.40,360.95,363.241145287977638365,670434,12918,243529214.00,366883,54.72,14.60,-4.25
2-January-2026,364.30,368.20,360.90,365.85,364.922465692850548406,669394,12043,244276909.00,402250,60.09,7.30,1.55
1-January-2026,358.80,365.55,355.35,361.60,360.214507877574091661,697042,10501,251084641.00,305379,43.81,10.20,2.80
31-December-2025,360.05,366.00,356.20,357.35,360.647862442392908684,609083,11526,219664482.00,280317,46.02,9.80,-2.70
30-December-2025,370.90,373.00,358.35,360.10,365.663671113329726675,1578562,24893,577222776.00,684851,43.38,14.65,-10.80
29-December-2025,393.55,400.90,366.15,367.60,381.557246798624737078,4021631,48700,1534482452.00,1678489,41.74,34.75,-25.95
26-December-2025,345.75,392.15,345.75,387.95,381.048847459483431916,9258373,88002,3527892361.00,3969463,42.87,46.40,42.20
24-December-2025,343.15,349.50,338.15,345.70,345.066883487190266821,1027578,16035,354583138.00,445812,43.38,11.35,2.55
23-December-2025,333.85,349.50,332.60,342.00,342.479951294527879442,2139390,25616,732698183.00,950249,44.42,16.90,8.15
22-December-2025,320.00,335.50,319.00,332.60,330.998083986251864428,678492,8490,224579552.00,267387,39.41,16.50,12.60
19-December-2025,308.30,320.80,306.45,319.10,314.466595161682266484,238678,4662,75056258.00,133467,55.92,14.35,10.80
18-December-2025,306.50,307.20,303.10,305.70,305.220017821767595313,271578,6453,82891042.00,134889,49.67,4.10,-0.80
17-December-2025,309.45,310.90,306.05,307.35,308.020869395880214644,277296,5860,85412955.00,146517,52.84,4.85,-2.10
16-December-2025,311.80,312.40,308.00,309.70,310.316356676567289823,251836,5539,78148830.00,148566,58.99,4.40,-2.10
15-December-2025,311.55,314.30,311.55,313.25,312.932359844629541158,240715,4970,75327513.00,131748,54.73,2.75,1.70
12-December-2025,313.05,315.35,311.25,313.95,312.998144038336901231,101834,2038,31873853.00,48296,47.43,4.10,0.90
11-December-2025,308.85,315.90,307.10,311.85,311.867277696561367825,393325,6219,122665197.00,191309,48.64,8.80,3.00
10-December-2025,311.65,315.00,307.50,308.90,310.996920644710154054,230243,5827,71604864.00,122737,53.31,7.50,-2.75
9-December-2025,303.15,313.65,301.00,312.85,307.226698508809868557,531790,9564,163380086.00,271187,51.00,12.65,9.70
8-December-2025,310.15,311.70,301.55,307.15,306.112555471309964320,528877,12589,161895890.00,269463,50.95,10.15,-3.00
5-December-2025,311.90,312.55,307.90,310.90,309.952343278889616179,388046,7350,120275767.00,162141,41.78,4.65,-1.00
4-December-2025,312.40,316.45,310.60,312.55,313.451549203881338756,288148,6058,90320437.00,114824,39.85,5.85,0.15
3-December-2025,316.90,318.85,311.10,311.70,313.787175945052675067,154912,3395,48609399.00,84381,54.47,7.75,-5.20
2-December-2025,320.35,320.35,316.50,317.85,318.350657489664878177,90952,2019,28954629.00,45232,49.73,3.85,-2.50
1-December-2025,324.00,327.75,320.75,321.40,324.053347341011775473,155153,2940,50277849.00,50318,32.43,7.00,-2.60
28-November-2025,323.30,324.60,321.50,324.00,322.857681634905790546,130454,1993,42118076.00,56984,43.68,3.10,0.70
27-November-2025,327.00,329.75,321.50,324.30,325.263981157392399765,487406,8260,158535616.00,235198,48.26,8.25,-2.70
26-November-2025,320.00,324.85,317.90,323.90,322.234162675699879297,231147,3774,74483460.00,89615,38.77,6.95,3.90
25-November-2025,324.00,325.90,315.25,322.85,319.977332783045414833,559707,10131,179093553.00,233259,41.68,10.65,-1.15
24-November-2025,316.35,330.00,312.50,325.80,320.323855096075928527,935406,14834,299632856.00,481853,51.51,17.50,9.45
21-November-2025,319.10,319.15,313.60,314.05,315.268209571974836560,324280,7946,102235175.00,173706,53.57,5.55,-5.05
20-November-2025,320.15,324.00,318.20,319.10,321.660422663764656322,284860,5190,91628188.00,146944,51.58,5.80,-1.05
19-November-2025,320.50,321.90,316.40,320.30,318.741472317689743231,135881,2655,43310910.00,59025,43.44,5.50,-0.20
18-November-2025,327.65,327.65,320.50,321.15,322.738423385721814067,322590,6285,104112188.00,169926,52.68,7.15,-6.50
17-November-2025,321.65,335.75,321.50,327.00,330.441635076752190843,619396,6785,204674227.00,218522,35.28,14.25,5.35
14-November-2025,314.30,325.15,314.30,320.95,319.781498085693373120,284176,3651,90874227.00,105513,37.13,10.85,6.65
13-November-2025,316.90,320.95,313.85,314.20,316.830260083012637918,172022,2792,54501775.00,78850,45.84,7.10,-2.70
12-November-2025,314.75,320.35,307.75,316.30,314.869117717056835585,357153,5391,112456450.00,151329,42.37,12.60,1.55
11-November-2025,316.20,320.25,315.10,317.70,317.110338420488334472,370279,6912,117419299.00,193224,52.18,5.15,1.50
10-November-2025,318.30,320.85,315.55,315.95,317.807500715117942134,286666,7141,91104605.00,150553,52.52,5.30,-2.35
7-November-2025,318.85,319.85,314.20,318.05,317.423188754778316226,166115,3127,52728753.00,70459,42.42,5.65,-0.80
6-November-2025,322.85,327.65,317.15,317.70,320.812183616217656369,191421,3956,61410189.00,93135,48.65,10.50,-5.15
4-November-2025,329.30,330.35,324.40,325.75,326.985896299001069351,306728,7945,100295730.00,173420,56.54,5.95,-3.55
3-November-2025,327.30,331.60,327.30,328.85,329.605407893425272798,341094,6891,112426427.00,169777,49.77,4.30,1.55
31-October-2025,330.60,332.60,328.30,328.85,330.059874739039665970,95800,2170,31619736.00,50391,52.60,4.30,-1.75
30-October-2025,332.25,337.40,330.40,331.40,332.896315906233823855,338075,7013,112543922.00,167615,49.58,7.00,-0.85
29-October-2025,329.00,334.00,327.30,332.95,331.108306780703225445,178890,2922,59231965.00,87798,49.08,6.70,3.95
28-October-2025,332.40,334.15,327.20,328.60,330.490994972986123322,415157,8758,137205650.00,172703,41.60,6.95,-3.80
27-October-2025,329.30,332.55,328.70,330.05,330.151085425530370133,344335,6905,113682574.00,171602,49.84,3.85,0.75
24-October-2025,330.25,333.40,328.10,329.50,330.478730661392880388,319568,6567,105610427.00,142478,44.58,5.30,-0.75
23-October-2025,334.75,335.00,329.10,330.00,332.405509690830465666,371382,8389,123449423.00,204864,55.16,5.90,-4.75
21-October-2025,330.10,333.45,330.10,332.05,332.245460667431535890,160376,4890,53284198.00,88591,55.24,3.35,1.95
20-October-2025,333.70,336.20,328.55,329.05,331.345866086829371322,369299,8585,122365697.00,178772,48.41,7.65,-4.65
17-October-2025,336.00,336.00,328.60,331.70,332.312846984461416908,379700,8720,126179188.00,197738,52.08,7.40,-4.30
16-October-2025,338.80,341.65,335.50,336.15,337.605024267806638746,276498,6085,93347114.00,138958,50.26,6.15,-2.65
15-October-2025,332.35,340.55,332.35,338.80,337.106690913887815771,106129,2356,35776796.00,48431,45.63,8.20,6.45
14-October-2025,338.85,341.25,331.70,332.80,335.794618663716764717,178989,4022,60103543.00,93733,52.37,9.55,-6.05
13-October-2025,338.05,340.60,336.00,339.10,338.330737518324135826,399746,8265,135246359.00,199430,49.89,4.60,1.05
10-October-2025,344.55,347.80,341.50,342.15,344.770034326774291083,168673,2932,58153396.00,71995,42.68,6.30,-2.40
9-October-2025,346.60,347.00,341.20,344.35,344.062102771975609393,403106,7716,138693498.00,163836,40.64,5.80,-2.25
8-October-2025,357.50,357.50,344.15,346.60,349.655793452619090319,434922,6928,152072997.00,188449,43.33,13.35,-10.90
7-October-2025,347.70,356.00,346.85,354.30,351.446821527031143021,384131,5294,135001619.00,119595,31.13,9.15,6.60
6-October-2025,347.40,349.65,343.55,346.55,346.064687960541659016,403058,7563,139484141.00,177707,44.09,6.10,-0.85
3-October-2025,342.80,347.65,342.20,347.05,345.343716873915450440,402817,7096,139110320.00,197350,48.99,5.45,4.25
1-October-2025,339.50,346.00,338.45,344.45,342.432786147964920170,377995,6048,129437881.00,158656,41.97,7.55,4.95
30-September-2025,341.20,343.80,336.05,340.20,339.435114137231934622,478941,8414,162569393.00,171596,35.83,7.75,-1.00
29-September-2025,338.70,348.30,338.70,341.75,343.046103164865455401,475976,7649,163281712.00,187218,39.33,9.60,3.05
26-September-2025,347.00,347.50,336.55,337.85,341.473666147374700598,556527,10600,190039315.00,279557,50.23,10.95,-9.15
25-September-2025,345.45,355.90,345.45,346.65,350.883884792383764282,531076,8086,186346010.00,188641,35.52,10.45,1.20
24-September-2025,356.60,357.00,347.00,347.70,351.862959749984573670,275503,4506,96939301.00,116767,42.38,10.00,-8.90
23-September-2025,363.85,365.00,354.45,357.55,360.059325496070456801,763702,10527,274978027.00,291525,38.17,10.55,-6.30
22-September-2025,363.35,367.95,357.30,358.95,364.159563154584934298,303723,4487,110603635.00,126501,41.65,10.65,-4.40
19-September-2025,362.00,367.80,361.85,363.40,364.529399186895553353,346081,5292,126156699.00,112632,32.54,5.95,1.40
18-September-2025,364.90,364.90,356.30,362.45,361.349384244155998064,607546,8417,219536373.00,214552,35.31,8.60,-2.45
17-September-2025,355.20,369.70,355.20,360.70,361.798011124594028307,1263327,14303,457069196.00,396832,31.41,14.50,5.50
16-September-2025,349.25,356.60,344.30,354.80,351.768636328858124012,888748,13396,312633672.00,418543,47.09,12.30,5.55
15-September-2025,338.30,355.55,338.30,347.30,350.844151629268642827,1950415,25275,684291696.00,751672,38.54,17.25,9.00
12-September-2025,335.40,339.85,334.95,338.10,337.448641580479654877,641628,9769,216516497.00,270977,42.23,4.90,2.70
11-September-2025,338.45,338.45,332.00,335.35,334.814589269863730177,460777,6125,154274862.00,168940,36.66,6.45,-3.10
10-September-2025,334.00,339.50,332.80,333.40,335.842972703594182787,363198,4691,121977496.00,138593,38.16,6.70,-0.60
9-September-2025,334.15,335.80,329.50,332.35,333.176715052694372638,251450,3802,83777285.00,93542,37.20,6.30,-1.80
8-September-2025,330.05,337.20,329.00,332.15,333.966965451845490490,558930,9404,186664156.00,250422,44.80,8.20,2.10
5-September-2025,326.95,331.00,325.00,329.55,327.836907554546601084,198225,3515,64985471.00,68668,34.64,6.00,2.60
4-September-2025,334.90,335.20,325.15,326.90,328.917634496419938772,394267,5971,129681369.00,176344,44.73,10.05,-8.00
3-September-2025,334.60,337.40,328.60,334.50,332.633271139693719954,528993,7237,175960672.00,193803,36.64,8.80,-0.10
2-September-2025,318.00,340.00,315.95,331.80,330.622107505813759945,2102770,25466,695222249.00,762999,36.29,24.05,13.80
1-September-2025,303.20,317.30,301.50,315.70,310.269052806597837499,786682,12778,244083079.00,348160,44.26,15.80,12.50
29-August-2025,309.00,309.00,302.00,302.80,305.416076244249322549,767953,16990,234545192.00,303259,39.49,7.00,-6.20
28-August-2025,313.30,318.10,307.10,308.80,312.590112119316779293,1077602,17508,336847730.00,338340,31.40,11.00,-4.50
26-August-2025,321.60,322.55,311.40,312.80,314.786781146063793937,341255,6659,107422563.00,146728,43.00,11.15,-8.80
25-August-2025,324.65,327.00,320.90,321.60,323.310878384469753884,332770,8816,107588161.00,177711,53.40,6.10,-3.05
22-August-2025,328.20,328.20,323.10,323.80,324.500362054697351828,406016,8864,131752339.00,163322,40.23,5.10,-4.40
21-August-2025,330.20,334.40,327.20,328.65,330.224112877067791112,462450,9055,152712141.00,172447,37.29,7.20,-1.55
20-August-2025,328.65,332.00,324.30,330.85,329.354806689761031361,499689,9193,164574974.00,216825,43.39,7.70,2.20
19-August-2025,324.45,328.30,321.55,327.75,325.541819147680321095,440492,7982,143398567.00,177313,40.25,6.75,3.30
18-August-2025,329.20,330.65,322.65,323.90,326.459064255707045167,611043,10813,199480526.00,232855,38.11,8.00,-5.30
14-August-2025,328.30,333.60,322.10,324.20,327.162378842704941864,347379,5824,113649340.00,124834,35.94,11.50,-4.10
13-August-2025,324.85,333.75,316.75,326.25,325.656145468446793569,721971,13434,235114293.00,262420,36.35,17.00,1.40
12-August-2025,341.20,346.45,321.70,329.05,334.805758395575289137,599542,14062,200730114.00,232918,38.85,24.75,-12.15
11-August-2025,337.20,346.60,334.30,342.55,341.120620192139089391,484753,8981,165359244.00,195956,40.42,12.30,5.35
8-August-2025,346.40,346.45,335.45,336.80,340.637725928872871373,256386,9072,87334744.00,118049,46.04,11.00,-9.60
7-August-2025,340.55,348.10,337.15,346.70,342.191322206746771794,211805,3979,72477833.00,88301,41.69,10.95,6.15
6-August-2025,351.75,354.55,344.50,345.90,347.442001925748537035,281449,7608,97787204.00,120381,42.77,10.05,-5.85
5-August-2025,351.15,357.35,350.05,351.60,353.537117639731658273,280985,6231,99338627.00,110018,39.15,7.30,0.45
4-August-2025,345.95,354.00,344.50,353.10,349.892399884889488266,177221,3699,62008281.00,64739,36.53,9.50,7.15
1-August-2025,348.45,350.65,343.50,345.05,346.754261046343820196,398435,9141,138159034.00,169186,42.46,7.15,-3.40
31-July-2025,352.25,355.30,345.50,348.35,351.636239491509275600,440834,11909,155013210.00,187073,42.44,9.80,-3.90
30-July-2025,360.00,362.85,356.70,358.45,359.259082223923421152,160671,2496,57722516.00,63812,39.72,6.15,-1.55
29-July-2025,354.00,362.00,351.95,359.45,356.587930517156389978,373272,8019,133104290.00,178824,47.91,10.05,5.45
28-July-2025,364.95,368.00,353.50,354.55,361.278020251396648044,171840,4695,62082015.00,73109,42.54,14.50,-10.40
25-July-2025,376.85,376.85,363.90,365.55,369.789644234655778360,145967,3979,53977085.00,68510,46.94,12.95,-11.30
24-July-2025,372.65,379.10,372.50,376.85,375.947410445323558233,192871,3155,72509353.00,76040,39.43,6.60,4.20
23-July-2025,372.40,375.50,367.00,373.60,371.759650823018075562,544824,10922,202543580.00,244168,44.82,8.50,1.20
22-July-2025,380.10,380.15,371.70,372.30,375.195745628689163603,134685,3161,50533239.00,63095,46.85,8.45,-7.80
21-July-2025,376.15,379.95,373.15,378.10,376.740206825232678386,483500,8209,182153890.00,205881,42.58,6.80,1.95
18-July-2025,381.05,382.75,375.00,376.00,378.461827702805448880,361689,10177,136885480.00,184659,51.05,7.75,-5.05
17-July-2025,383.35,384.70,381.00,381.45,382.898296566880939701,266638,6338,102095236.00,126971,47.62,3.70,-1.90
16-July-2025,383.35,385.50,381.20,383.35,383.183991997122560920,444840,7648,170455567.00,188370,42.35,4.30,0.00
15-July-2025,387.10,391.40,382.10,383.20,385.573580991242950804,872440,14320,336389815.00,342883,39.30,9.30,-3.90
14-July-2025,383.60,385.15,380.60,382.35,382.564077156823886907,136242,2649,52121295.00,50891,37.35,4.55,-1.25
11-July-2025,384.30,385.65,379.55,381.55,382.394772009281780312,178845,3578,68389393.00,65297,36.51,6.10,-2.75
10-July-2025,385.55,390.95,383.55,384.65,386.208255682048373374,394928,7009,152524454.00,123669,31.31,7.40,-0.90
9-July-2025,387.30,392.05,384.30,385.20,387.527169031547045047,181475,3380,70326493.00,78087,43.03,7.75,-2.10
8-July-2025,389.50,392.40,384.45,386.45,387.423714030899981638,152492,3056,59079017.00,58591,38.42,7.95,-3.05
7-July-2025,394.70,395.50,388.70,389.35,391.643898774833579402,231642,3714,90721176.00,85536,36.93,6.80,-5.35
4-July-2025,390.85,394.00,388.60,391.35,391.554102913584752867,350702,7243,137318807.00,172293,49.13,5.40,0.50
3-July-2025,394.40,395.20,388.55,390.65,392.051428455214280993,196681,3274,77109067.00,53768,27.34,6.65,-3.75
2-July-2025,396.10,398.75,389.50,392.60,392.870298649560483237,216374,3718,85006918.00,99554,46.01,9.25,-3.50
1-July-2025,398.30,401.90,393.30,395.65,396.254337425017234460,485945,9241,192557814.00,200826,41.33,8.60,-2.65
30-June-2025,399.75,403.90,395.80,397.75,399.524283731047977175,457405,6351,182744405.00,162332,35.49,8.10,-2.00
27-June-2025,401.60,405.65,394.05,395.25,400.393696299787740717,324603,4506,129968995.00,124373,38.32,11.60,-6.35
26-June-2025,401.05,405.55,398.10,399.55,400.631596893502992570,249284,3651,99871047.00,78629,31.54,7.45,-1.50
25-June-2025,399.55,404.80,397.50,399.30,400.997687502221756562,534487,7809,214328051.00,187259,35.04,7.30,-0.25
24-June-2025,395.40,403.30,395.40,398.50,399.555197625667249028,516861,6587,206514499.00,208250,40.29,7.90,3.10
23-June-2025,386.15,395.15,386.10,391.40,390.308664420183367101,754661,10949,294550727.00,275655,36.53,9.05,5.25
20-June-2025,382.10,392.60,380.10,390.70,386.439080026920331847,786023,11048,303750005.00,219852,27.97,12.50,8.60
19-June-2025,397.90,400.45,380.25,382.20,388.636640961413399145,487449,7165,189440542.00,132449,27.17,20.20,-15.70
18-June-2025,400.60,404.20,395.60,397.90,399.882112279180665438,332172,4746,132829641.00,106000,31.91,8.60,-2.70
17-June-2025,409.50,413.50,399.00,400.60,405.959446585127843155,518526,6836,210500528.00,204728,39.48,14.50,-8.90
16-June-2025,406.85,412.25,397.20,409.45,404.828074765118919455,544318,6901,220355208.00,143090,26.29,15.05,2.60
13-June-2025,400.75,411.90,400.70,406.90,406.270014495134366692,967911,15403,393233216.00,291674,30.13,11.20,6.15
12-June-2025,429.90,432.95,410.45,413.05,420.509321062684493835,575900,9230,242171318.00,190546,33.09,22.50,-16.85
11-June-2025,429.95,435.60,422.55,427.55,429.353806151694522962,609198,8095,261561480.00,185970,30.53,13.05,-2.40
10-June-2025,434.00,437.75,423.85,426.50,428.488113113113113113,903096,14134,386965901.00,372263,41.22,13.90,-7.50
9-June-2025,430.05,442.75,429.00,432.00,434.363175985636860593,1667602,20553,724344901.00,599124,35.93,13.75,1.95
6-June-2025,431.30,433.15,418.55,428.75,425.532242228903417462,752693,7594,320295140.00,183025,24.32,14.60,-2.55
5-June-2025,433.15,437.20,424.90,429.45,430.227637599600284008,912648,11343,392646393.00,300093,32.88,12.30,-3.70
4-June-2025,405.00,434.70,402.60,429.90,425.495420293698729936,2503654,26217,1065293311.00,689761,27.55,32.10,24.90
3-June-2025,408.20,413.25,402.50,403.70,407.213671026715822433,396020,4443,161264758.00,129281,32.64,10.75,-4.50
2-June-2025,405.65,411.35,400.90,406.80,405.238770210339324469,487498,6320,197553090.00,152369,31.26,10.45,1.15
30-May-2025,420.50,427.70,402.50,405.30,414.647569175765347213,633242,9726,262572256.00,231010,36.48,25.20,-15.20
29-May-2025,418.40,420.50,411.35,417.90,415.628495905486398214,439979,6062,182867810.00,150780,34.27,9.15,-0.50
28-May-2025,419.50,424.40,414.00,416.10,419.738944612920757532,621914,9228,261041526.00,206435,33.19,10.40,-3.40
27-May-2025,412.40,420.90,407.25,415.40,413.039186978444617682,1041596,16027,430219965.00,368809,35.41,13.65,3.00
26-May-2025,398.55,418.40,395.10,412.10,411.108601547013812695,985253,12704,405045983.00,313412,31.81,23.30,13.55
23-May-2025,407.45,407.45,395.05,398.60,399.811398787554960329,1152877,20702,460933366.00,394215,34.19,12.40,-8.85
22-May-2025,404.05,420.75,401.50,404.90,408.873877440640380766,1386675,23797,566975184.00,518973,37.43,19.25,0.85
21-May-2025,417.00,420.00,405.00,412.10,412.330781957164248579,891545,13038,367611447.00,240087,26.93,15.00,-4.90
20-May-2025,439.05,448.00,411.20,415.00,423.924073524950834534,1466985,24280,621890257.00,573344,39.08,36.80,-24.05
19-May-2025,416.05,438.50,416.05,431.00,431.510431216286998152,3482336,44883,1502664309.00,1064947,30.58,22.45,14.95
16-May-2025,381.40,417.70,378.05,409.60,404.670940625644598928,2603363,33151,1053505354.00,809666,31.10,39.65,28.20
15-May-2025,373.40,382.00,371.50,375.90,375.843304256407342160,844656,14807,317458302.00,333213,39.45,10.50,2.50
14-May-2025,357.50,376.80,357.50,372.80,368.532478800112230694,734202,9689,270577283.00,198497,27.04,19.30,15.30
13-May-2025,359.50,360.90,353.65,356.95,356.947045034195019140,464980,6447,165973237.00,151176,32.51,7.25,-2.55
12-May-2025,338.45,362.50,337.35,359.20,350.735223760064876676,1473565,21182,516831150.00,567793,38.53,25.15,20.75
9-May-2025,315.60,327.60,315.60,323.55,321.180364101780392756,523480,6449,168131497.00,193456,36.96,12.00,7.95
8-May-2025,343.00,346.20,329.00,331.35,338.499788190164785923,469761,11033,159013999.00,159913,34.04,17.20,-11.65
7-May-2025,329.95,342.60,328.00,340.85,336.695177568827628824,472521,6881,159095542.00,140314,29.69,14.60,10.90
6-May-2025,354.80,356.25,339.10,341.25,346.391030274943417039,612817,14455,212274312.00,245628,40.08,17.15,-13.55
5-May-2025,354.55,358.50,352.80,354.70,354.491730775562164594,182242,4037,64603282.00,57563,31.59,5.70,0.15
2-May-2025,349.15,365.60,349.15,352.05,356.913936177743751360,381403,7278,136128046.00,95003,24.91,16.45,2.90
30-April-2025,359.85,359.85,345.30,349.10,353.882827975956128304,322577,5841,114154461.00,108562,33.65,14.55,-10.75
29-April-2025,362.45,366.70,359.00,360.25,362.014220832866293865,481758,8437,174403247.00,185849,38.58,7.70,-2.20
28-April-2025,355.60,365.25,354.15,361.20,360.733498383371824480,811875,13969,292870509.00,290414,35.77,11.10,5.60
25-April-2025,372.40,373.00,354.85,361.25,361.088841290644277710,1187252,19940,428703449.00,396052,33.36,18.15,-11.15
24-April-2025,373.15,383.90,370.00,371.20,376.146211783770056655,496157,6864,186627576.00,159682,32.18,13.90,-1.95
23-April-2025,375.55,377.55,365.45,373.85,371.684006789716388880,420047,5379,156124752.00,128329,30.55,12.10,-1.70
22-April-2025,375.70,382.55,372.00,373.60,377.747070502350486553,653269,10109,246770451.00,259920,39.79,10.55,-2.10
21-April-2025,371.55,377.50,368.40,375.20,374.387001972750235070,271195,4271,101531883.00,117150,43.20,9.10,3.65
17-April-2025,363.45,374.50,363.00,370.65,369.915217374458533410,387143,4776,143210087.00,148577,38.38,11.50,7.20
16-April-2025,361.20,369.65,359.20,367.00,364.305596851477499393,1043283,15409,380073836.00,394293,37.79,10.45,5.80
15-April-2025,353.15,362.15,350.15,360.95,356.100408749213263841,565628,7179,201420362.00,279491,49.41,12.00,7.80
11-April-2025,345.75,348.35,340.25,346.20,344.150502131111846834,335271,3537,115383683.00,87366,26.06,8.10,0.45
9-April-2025,344.25,346.65,336.30,337.55,339.685575480761127871,237332,3443,80618257.00,80502,33.92,10.35,-6.70
8-April-2025,346.10,348.90,338.90,344.25,343.340553863387591448,664171,10591,228036839.00,164459,24.76,10.00,-1.85
7-April-2025,295.25,340.00,295.25,336.60,327.242930429482216108,1517525,27261,496599328.00,472692,31.15,44.75,41.35
4-April-2025,355.40,360.00,344.15,350.35,350.463769735152476316,689189,14810,241535775.00,209437,30.39,15.85,-5.05
3-April-2025,350.05,364.65,350.05,359.95,358.390852510558297603,746806,11529,267648439.00,204341,27.36,14.60,9.90
2-April-2025,350.00,359.65,342.05,358.55,350.414024834820747305,353858,6102,123996806.00,78436,22.17,17.60,8.55
1-April-2025,350.20,355.70,346.75,349.95,350.533476722191713954,327780,5843,114897863.00,91549,27.93,8.95,-0.25
28-March-2025,356.55,367.05,350.30,351.75,358.291504014976107197,1014950,15679,363647962.00,410686,40.46,16.75,-4.80
27-March-2025,353.50,362.45,352.80,355.30,356.836209455321483184,532314,8715,189948910.00,168627,31.68,9.65,1.80
26-March-2025,372.00,372.00,360.30,362.05,365.010572557152256447,860246,14292,313998885.00,303569,35.29,11.70,-9.95
25-March-2025,379.95,384.00,365.25,370.40,373.300568947331952667,1298890,19155,484876376.00,397730,30.62,18.75,-9.55
24-March-2025,367.75,379.90,365.00,371.55,374.115632333285076038,891057,10628,333358353.00,217296,24.39,14.90,3.80
21-March-2025,360.60,373.70,352.50,361.25,364.181089633942492808,1797723,22787,654696721.00,395117,21.98,21.20,0.65
20-March-2025,359.40,366.70,351.40,358.05,358.557929119570996001,692208,9575,248196667.00,121901,17.61,15.30,-1.35
19-March-2025,333.80,361.90,333.80,353.60,350.593764323758591902,2124966,29949,744999829.00,555747,26.15,28.10,19.80
18-March-2025,330.90,335.30,329.25,333.15,332.551615385902390871,358614,4878,119257665.00,113078,31.53,6.05,2.25
17-March-2025,330.80,334.25,325.25,328.10,329.148713502113725079,314847,5471,103631485.00,89249,28.35,9.00,-2.70
13-March-2025,335.60,336.90,327.60,329.20,330.925548962010052415,557279,9412,184417859.00,138632,24.88,9.30,-6.40
12-March-2025,341.95,341.95,328.85,333.35,334.093698698368004553,787012,11988,262935750.00,160445,20.39,13.10,-8.60
11-March-2025,329.95,333.90,321.90,330.80,326.851766170465558560,493214,7569,161207867.00,101827,20.65,12.00,0.85
10-March-2025,343.35,348.85,334.00,335.50,337.728194784573658504,729298,12241,246304497.00,216353,29.67,14.85,-7.85
7-March-2025,340.75,350.55,335.00,341.55,344.120848664837792263,993325,11184,341823842.00,163030,16.41,15.55,0.80
6-March-2025,342.40,346.20,333.35,337.40,337.939600146469756110,898479,10552,303631634.00,141056,15.70,12.85,-5.00
5-March-2025,333.00,351.55,330.40,336.15,340.870883120598100305,2419126,27894,824609616.00,308916,12.77,21.15,3.15
4-March-2025,319.95,339.25,318.05,326.15,329.812679562322036630,781762,10839,257835020.00,109185,13.97,21.20,6.20
3-March-2025,333.20,341.90,310.05,323.55,321.119942796408243207,2213847,37399,710910422.00,489012,22.09,31.85,-9.65
28-February-2025,343.50,350.10,328.40,332.95,338.983995322373298237,1506747,24844,510763118.00,391308,25.97,21.70,-10.55
27-February-2025,363.55,364.40,347.50,350.45,353.068134180827015421,352569,6808,124480879.00,76240,21.62,16.90,-13.10
25-February-2025,363.65,370.90,360.80,363.30,365.032268463540729545,666936,10660,243453161.00,136494,20.47,10.10,-0.35
24-February-2025,367.45,369.45,359.15,364.15,364.655642989459911564,590033,8473,215158863.00,74727,12.66,10.30,-3.30
21-February-2025,378.65,392.75,367.90,371.60,380.461160356287002111,1068689,15234,406594657.00,173544,16.24,24.85,-7.05
